link_produk,brand,harga,lokasi_toko,potongan,voucher_klaim,penjualan,jumlah_rating,keunggulan,metode_transaksi
https://www.lazada.co.id/products/pdp-i18828810940.html,Xiaomi 17 5G 12/512GB NFC ( FREE BUDS ) Garansi Resmi,Rp15.999.000,Kota Semarang,,,,,,
https://www.lazada.co.id/products/pdp-i8729422272.html,Infinix Hot 8/256GB-up to 16GB extended RAM - Helio G81 - 6.7 inch 120Hz HD + - 50MP - 5160 mah-NFC,Rp1.707.750,Kota Jakarta Barat,5% Off,Voucher save 5%,64 sold,(25),,
https://www.lazada.co.id/products/pdp-i8779678174.html,OPPO A5 8+256GB,Rp1.359.947,Kota Jakarta Pusat,17% Off,Voucher save 17%,,,,
https://www.lazada.co.id/products/pdp-i8747346133.html,Samsung Galaxy A07 Lte 4/64Gb,Rp1.200.000,Kota Jakarta Barat,4% Off,Voucher save 4%,21 sold,(8),,
https://www.lazada.co.id/products/pdp-i8810746002.html,Vivo Y100 5G NFC 8/256GB - Qualcomm Snapdragon 4 Gen 2 5G,Rp922.185,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811474334.html,Vivo Y29 ( 6/128 8/128 8/256 ) Garansi Resmi,Rp1.079.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811436725.html,OPPO A98 5G NFC RAM 8/256 | OPPO A 98 5G NFC 8/256 GARANSI RESMI,Rp944.955,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8810690549.html,"vivo iQOO Z9x Snapdragon 6 Gen 1 4nm (ANTUTU 570,456+), 6000 mAH, 1000 nits 120hz eye-care display, Dual Stereo Speaker",Rp1.259.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8810622727.html,"TECNO POVA 7 5G 8+8GB*/256GB, 6000 mAh, Mediatek D7300 Ultimate, 144Hz Smooth Display , 50MP Primary Camera, Wireless Powerbank, Android 15 - HiOS 15 - POVA7",Rp1.417.050,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811452944.html,Samsung Galaxy A16 LTE - Ram 8GB / Rom 256GB,Rp1.214.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811468350.html,"TECNO SPARK 40 Pro+ - 8+8GB*/256GB, Mediatek Helio G200, 30W Wireless Charge, 1.5K & 144Hz 3D Curved AMOLED Display, Ultra Thin Body, 5200mAh+45W Fast Charge, IP64 - spark40proplus",Rp1.286.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811452542.html,"Infinix Hot 60 Pro+ (8GB + 128GB/256GB) Helio G200, 6.78 inch 1.5k AMOLED, 50MP, 5160 mAh, NFC - Bisa Cicilan Tanpa Kartu Kredit - Garansi Resmi 1 Tahun - HP Murah ( Kredivo, Laz Pay Later, Bisa COD, OVO, Original )",Rp1.154.250,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8826128872.html,Xiaomi Redmi Note 13 ( 8/128 8/256 ) Garansi Resmi Tam,Rp1.079.550,Kab. Sukabumi,,,,,,
https://www.lazada.co.id/products/pdp-i7387528068.html,Xiaomi Band 9 Active / Mi Band 9 Active Official Guarantee,Rp320.000,Kota Jakarta Selatan,,,64 sold,(11),,
https://www.lazada.co.id/products/pdp-i8779724905.html,Tablet Android Anak Easytech E-18 Dengan Kemasan Tas Layar Sentuh IPS 8 Inch WiFi Only / Tablet Belajar Anak Edukasi,Rp129.900,Kab. Sumedang,2% Off,Voucher save 2%,20 sold,,,
https://www.lazada.co.id/products/pdp-i7315564884.html,Samsung A04 Ram 4 Rom 64GB,Rp1.050.000,Kota Surabaya,32% Off,Voucher save 32%,,(0),,
https://www.lazada.co.id/products/pdp-i8779696172.html,OPPO A5 Pro 4G 8GB/256GB NFC | 5800 mAh Battery |,Rp1.274.000,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8765800830.html,Xiaomi Redmi 12 8/256 Nfc |   Local Lcd Unit Only Original Official |,Rp1.285.000,Kab. Sukoharjo,,,,,,
https://www.lazada.co.id/products/pdp-i8720736561.html,Tecno Camon 40 Pro 5g 8/256Gb - Mediatek D7300 Ultimate Smartphone,Rp3.950.100,Kota Jakarta Selatan,12% Off,Voucher save 12%,33 sold,(3),,
https://www.lazada.co.id/products/pdp-i7855518710.html,Xiaomi Redmi A2 3/64 Garansi Resmi,Rp969.000,Kota Jakarta Utara,,,,,,
https://www.lazada.co.id/products/pdp-i18825782566.html,"Honor X7D 7/512Gb Snapdragon 685, 6500Mah 35W, 108 Mp |   Official Honor Indonesia Warranty 1 Year",Rp4.577.000,Kota Jakarta Barat,3% Off,Voucher save 3%,,,,
https://www.lazada.co.id/products/pdp-i8706880629.html,Samsung A07 8+8/ 256 Gb Helio G99 50Mp Camera Free Travel Adapter Samsung Official Warranty 1 Year (Registered Imei),Rp1.575.000,Kota Depok,7% Off,Voucher save 7%,12 sold,(9),,
https://www.lazada.co.id/products/pdp-i8710422865.html,infinix hot 60i 8/256GB garansi resmi,Rp1.499.000,Kota Malang,,,,,,
https://www.lazada.co.id/products/pdp-i8646944029.html,"Promo Samsung Galaxy A55 5g 12/256Gb Fast-Charge Free Anti-Scratch - Navy, Ram 8/256 Gb",Rp4.500.000,Kota Jakarta Barat,8% Off,Voucher save 8%,14 sold,(4),,
https://www.lazada.co.id/products/pdp-i8740876328.html,"Motorola G06 Power 4/128Gb & 8/128Gb Mediatek Helio G81 Ultra, 7000Mah 18W |   Official Motorola Indonesia Warranty 1 Year",Rp1.980.000,Kota Jakarta Barat,6% Off,Voucher save 6%,9 sold,(1),,
https://www.lazada.co.id/products/pdp-i6336828174.html,Sharp Aquos V6 Plus Android Smartphone SH-C04,Rp1.990.000,Kota Jakarta Timur,,,87 sold,(44),,
https://www.lazada.co.id/products/pdp-i18824377180.html,Zte Nubia Neo 2 5g Frost Silver 8/256 |   Nfc |   Unit + Box,Rp1.940.000,Kab. Sukoharjo,,,,,,
https://www.lazada.co.id/products/pdp-i8779696171.html,SAMSUNG GALAXY A36 5G 12/256GB  + Bonus,Rp1.856.036,Kota Jakarta Pusat,35% Off,Voucher save 35%,,,,
https://www.lazada.co.id/products/pdp-i8729890149.html,Realme note 60 4/64GB RAM | 6/128GB ram | used original 8/256GB RAM,Rp1.244.999,Kota Surabaya,17% Off,Voucher save 17%,,,,
https://www.lazada.co.id/products/pdp-i8263332597.html,Poco x5 5g 8/256 resmi,Rp2.822.202,Kota Jakarta Barat,5% Off,Voucher save 5%,,,,
https://www.lazada.co.id/products/pdp-i8396498008.html,Luna V6 Ram 6/128Gb Garansi Resmi,Rp1.115.000,Kota Kediri,,,,,,
https://www.lazada.co.id/products/pdp-i8789058023.html,Infinix Hot 60 Pro 8/128GB official warranty,Rp2.189.000,Kota Kediri,16% Off,Voucher save 16%,,,,
https://www.lazada.co.id/products/pdp-i8811466083.html,Infinix smart 10 4/128,Rp1.034.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8728382265.html,Xiaomi Poco X7 Pro 5G NFC 12/512 GB dimensity 8400 Ultra,Rp4.600.000,Kota Jakarta Barat,,,9 sold,(4),,
https://www.lazada.co.id/products/pdp-i5401226626.html,OPPO A60 RAM 8/256 GB MASIH MULUS FULSET,Rp1.928.640,Kab. Bogor,2% Off,Voucher save 2%,9 sold,(1),,
https://www.lazada.co.id/products/pdp-i8826158349.html,Xiaomi Redmi Note 11 Smartphone 4/128GB Garansi Resmi,Rp944.550,Kab. Sukabumi,,,,,,
https://www.lazada.co.id/products/pdp-i8338032767.html,Infinix Smart 9 HD Smartphone ( Ram 3GB + Rom 64GB | Ram 4GB + Rom 64GB ) Garansi Resmi,Rp1.049.000,Kota Jakarta Pusat,9% Off,Voucher save 9%,,,,
https://www.lazada.co.id/products/pdp-i18825770289.html,Realme Note 80 Ram 4/64Gb 4/128 Gb |   Realme Note80 Ram 4/64 Gb 4/128 Gb Official Warranty,Rp1.599.900,Kota Jakarta Barat,24% Off,Voucher save 24%,,,,
https://www.lazada.co.id/products/pdp-i18818559584.html,Samsung Galaxy A17 8/128Gb - Ai Smartphone |   Android |   5000 Mah,Rp2.999.000,Kab. Demak,,,,,,
https://www.lazada.co.id/products/pdp-i8747920863.html,Cheapest Tecno Pova 5 Pro 5g 8/256Gb Brand New Official Warranty 1 Month Cheapest,Rp2.050.000,Kota Jakarta Barat,,,,,,
https://www.lazada.co.id/products/pdp-i7022378030.html,Oppo a57 Nominus masih mulus fulset ori,Rp1.256.000,Kab. Bogor,29% Off,Voucher save 29%,76 sold,(17),,
https://www.lazada.co.id/products/pdp-i8356880956.html,hp xiaomi redmi 12c (12 c) ram 3/32 4/64 4/128 [3gb 4gb / 32gb 64gb 128gb] - garansi resmi,Rp1.100.000,Kota Jakarta Timur,,,,(1),,
https://www.lazada.co.id/products/pdp-i8763934636.html,Xiaomi Poco M6 (8Gb + 256Gb) |   Pro-Grade 108 Mp Main Camera |   Tough Helio G91-Ultra |   33 W Turbo Charging,Rp1.825.000,Kota Jakarta Barat,9% Off,Voucher save 9%,5 sold,(3),,
https://www.lazada.co.id/products/pdp-i7625080911.html,Infinix Hot 50I Nfc 12+128 Gb Gaming Helio G81 (Replacement for Hot 40I) (Registered Imei) 1 Year Official Guarantee,Rp1.275.000,Kota Depok,9% Off,Voucher save 9%,74 sold,(45),,
https://www.lazada.co.id/products/pdp-i18821754230.html,Cheap Sale on Samsung J2Prem Hp Normal Hp Ready to Use Quality Second Hand 4g Wa,Rp155.000,Kab. Cirebon,,New,,,,
https://www.lazada.co.id/products/pdp-i8217246098.html,DIJUAL SAMSUNG GALAXY V SECOND NORMAL SIAP PAKAI//DI JAMIN OKE HP SAMSUNG GALAXY V{G313HZ} // HP SAMSUNG GALAXY SECOND BERKUALITAS // HP NORMAL SIAP PAKAI // HP SECOND NO KENDALA// BISA BAYAR DITEMPAT,Rp100.000,Kab. Cirebon,,,40 sold,(20),,
https://www.lazada.co.id/products/pdp-i8729372857.html,ZTE Nubia A36 4 + 8/64GB official warranty,Rp1.099.000,Kota Makassar,,,,,,
https://www.lazada.co.id/products/pdp-i8810614953.html,Infinix GT 20 Pro 5G 12/256GB - Up to 24GB Extended RAM - Amoled FHD+ 144Hz,Rp1.440.747,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8785020933.html,promo 12.12 Vivo y20,Rp798.000,Kab. Bangka Barat,40% Off,,,,Voucher save 40%,
https://www.lazada.co.id/products/pdp-i8383370333.html,Smartphone ZTE Blade A55 - Ram 4GB ROM 128GB Baterai 5000mAh - Garansi Resmi,Rp1.112.900,Kab. Madiun,23% Off,New,,,Voucher save 23%,
https://www.lazada.co.id/products/pdp-i8811460308.html,"Samsung Galaxy M15 5G 6/128 GB Chipset Mediatek Dimensity 6100+ , Garansi - 6/128 GB",Rp1.008.000,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8811434730.html,TECNO SPARK 30 Pro 8GB/128GB Garansi Resmi Tecno Indonesia,Rp895.050,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8758332817.html,Samsung Galaxy A07 8/256 Vs 6/128 Vs 4/128 Vs 4/64 Gb - Helio G99 - 6.7Inch Pls Lcd - Can Cod,Rp1.639.000,Kab. Madiun,18% Off,,39 sold,(25),Voucher save 18%,
https://www.lazada.co.id/products/pdp-i8811470338.html,Infinix Note 50 Smartphone ( Ram 8GB + Rom 256GB ) Garansi Resmi,Rp1.257.750,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i18816453294.html,Samsung Galaxy S26 Ultra 16Gb/1Tb - Hp Ai |  Privacy Display,Rp27.499.000,Kota Depok,14% Off,New,36 sold,(5),Voucher save 14%,
https://www.lazada.co.id/products/pdp-i8731732130.html,Poco M7 (8Gb/256Gb) Large 7000Mah Battery with 33W Charging |   6.9-Inch 144Hz Immersive Display |   Ram Expansion up to 16Gb + Ufs 2.2 256Gb |   50Mp Dual Ai Camera [Official Store],Rp2.249.000,Kota Depok,8% Off,Lowest Price Guarantee,693 sold,(267),,
https://www.lazada.co.id/products/pdp-i18815105101.html,【LAST CALL】 HUAWEI Mate X7 Smartphone | Ultra Thin and Durable | True-to-Color Camera | Ultra-long Battery Life | Smart AI,Rp27.999.000,Kota Tangerang,10% Off,New,,,Voucher save 10%,
https://www.lazada.co.id/products/pdp-i8710524722.html,Realme Note 70/Note 80 4Gb/128Gb (6300Mah Battery) |   Military Grade Shock Resistance |   Pulse Light),Rp1.699.000,Kota Jakarta Utara,29% Off,,301 sold,(119),Voucher save 29%,
https://www.lazada.co.id/products/pdp-i8743998.html,C75 elegant-4GB-Black,Rp244.032,Kab. Deli Serdang,19% Off,,350 sold,(81),Voucher save 19%,
https://www.lazada.co.id/products/pdp-i8696188989.html,Xiaomi Redmi 15C (6Gb/128Gb) (8Gb/256Gb) |   Large 6000Mah Battery with 33W Fast Charging |   Slim and Elegant Design |   6.9-Inch 120Hz Immersive Display |   50 Mp Dual Ai Camera [Official Store],Rp1.898.000,Kota Depok,,,1.7K sold,(802),,
https://www.lazada.co.id/products/pdp-i8710560537.html,Realme Note 80 4/64Gb (Unisoc T7250 |   6300Mah Battery | |   Up to 48-Month Guarantee |   Ip54),Rp1.699.000,Kota Jakarta Utara,35% Off,,7 sold,(4),Voucher save 35%,
https://www.lazada.co.id/products/pdp-i8755196017.html,The cheapest realme 15 5G mobile phone,Rp2.500.000,Kota Bogor,,,,(1),,
https://www.lazada.co.id/products/pdp-i8754210481.html,"[NEW LAUNCH!] OPPO Find X9 12/256GB | 16/512GB [Hasselblad Telephoto 120x Superzoom, 4k 120fps Video, 7025mAh Battery]",Rp14.999.000,Kota Tangerang,,,,(1),,
https://www.lazada.co.id/products/pdp-i8737698858.html,Apple iPhone 17 Pro,Rp23.749.000,Kota Depok,,,98 sold,(29),,
https://www.lazada.co.id/products/pdp-i8665272202.html,Apple iPhone 16 Plus,Rp16.999.000,Kota Bekasi,11% Off,,32 sold,,Voucher save 11%,
https://www.lazada.co.id/products/pdp-i8400190468.html,Apple iPhone 16,Rp16.999.000,Kota Depok,,New,74 sold,(22),,
https://www.lazada.co.id/products/pdp-i8775472717.html,"Oppo A6X, 6 + 6/256GB RAM, 6500mAh battery, Snapdragon 685, 1 year warranty",Rp2.095.000,Kab. Bogor,5% Off,,,,Voucher save 5%,
https://www.lazada.co.id/products/pdp-i8779694085.html,Samsung Galaxy A16 5G 8/256  Sein,Rp1.122.469,Kota Jakarta Pusat,35% Off,,,,Voucher save 35%,
https://www.lazada.co.id/products/pdp-i8412066928.html,Samsung Galaxy A26 5G 8/256 GB 8GB 256GB Smartphone Android Original,Rp4.059.000,Kota Jakarta Utara,3% Off,,7 sold,(2),Voucher save 3%,
https://www.lazada.co.id/products/pdp-i18829249636.html,"[New Launch] Oppo A6T Pro 8/128Gb 45W Supervooc 50Mp 7000Mah 45W Snapdragon 685 Ip69, Ip68, Ip66",Rp3.649.000,Kota Jakarta Utara,11% Off,New,,,Voucher save 11%,
https://www.lazada.co.id/products/pdp-i18829221934.html,"[New] Oppo A6T Pro 8Gb+128Gb [Snapdragon 685, 7000Mah Large Battery 45W Supervooc, Ip69 Water]",Rp3.649.000,Kota Jakarta Utara,11% Off,New,,,Voucher save 11%,
https://www.lazada.co.id/products/pdp-i8387868851.html,Xiaomi Redmi 13 (8Gb/128Gb) |   (8Gb/256Gb) |   108 Mp Super Clear Camera Mediatek Helio G91,Rp1.650.000,Kota Jakarta Barat,,New,24 sold,(10),,
https://www.lazada.co.id/products/pdp-i18822522667.html,[Original Original Vivo Hp] Vivo V70 Fe 5g (8/256Gb)(12/256Gb) Official 1 Year Guarantee Cod Available,Rp6.499.000,Kota Jakarta Utara,35% Off,New,,,Voucher save 35%,
https://www.lazada.co.id/products/pdp-i8813058406.html,[New launch] realme C85 5G 8/256GB 7000mAh battery 45W fast charge 144Hz AMOLED official warranty,Rp2.599.000,Kota Jakarta Utara,16% Off,,,,Voucher save 16%,
https://www.lazada.co.id/products/pdp-i8709766822.html,Samsung GALAXY Z flip 6,Rp8.000.000,Kab. Bogor,,,,,,
https://www.lazada.co.id/products/pdp-i8729522756.html,Realme Note 60X Ram 4/64Gb |   Used Original Ram 4/128Gb,Rp1.100.999,Kota Surabaya,21% Off,,,,Voucher save 21%,
https://www.lazada.co.id/products/pdp-i8672784246.html,"Motorola Edge 60 Pro 12/256GB Mediatek Dimensity 8350 Extreme, 50MP Sony LYTIA 6000mAh 90W TurboPower - Garansi Resmi Motorola 1 Tahun",Rp6.399.000,Kota Jakarta Barat,17% Off,,,(2),Voucher save 17%,
https://www.lazada.co.id/products/pdp-i8717036555.html,Infinix HOT 50 RAM 6 ROM 256GB,Rp4.200.000,Kab. Bandung Barat,,,,,,
https://www.lazada.co.id/products/pdp-i8830120271.html,Tecno Spark Go 3 4/64 Gb & 4/128 Gb Original Officially Authorized in Indonesia,Rp1.389.000,Kab. Purwakarta,23% Off,New,,,Voucher save 23%,
https://www.lazada.co.id/products/pdp-i8250548402.html,"[NEW LAUNCH] V40 Lite 4G (8/256) - AI Aura Light Potrait, AI Erase, 80W FlashCharge, 32MP Front Camera",Rp2.999.000,Kab. Tangerang,17% Off,,873 sold,(269),Voucher save 17%,
https://www.lazada.co.id/products/pdp-i18825409699.html,Hp 17 Pro Max Hdc Android11 Warranty Can Be in Indonesian 6.9Inch,Rp1.399.899,Kota Jakarta Barat,30% Off,New,,,Voucher save 30%,
https://www.lazada.co.id/products/pdp-i18822130457.html,"Hp Vivo V70 Fe 8/256Gb Officially Authorized by Vivo Indonesia 1 Year Warranty, 200Mp Main Camera, 7000Mah Fast Charge, Ip68/Ip69",Rp6.499.000,Kota Jakarta Utara,7% Off,New,,,Voucher save 7%,
https://www.lazada.co.id/products/pdp-i8665948462.html,POCO X7 PRO 12/512,Rp5.099.000,Kab. Nganjuk,,,,,,
https://www.lazada.co.id/products/pdp-i8813048716.html,Realme C85 5g/4G 8/256GB ( 7000mAh Titan battery | 144Hz 1200nit ultra bright display | IP69 Pro),Rp2.599.000,Kota Jakarta Utara,16% Off,,,,Voucher save 16%,
https://www.lazada.co.id/products/pdp-i8785044524.html,promo 12.12 REALME C75X NFC 8/128 NEW GARANSI RESMI,Rp814.380,Kab. Bangka Barat,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i8785036685.html,promo 12.12 REALME C71 6GB/128GB GARANSI RESMI - SMARTPHONE/PONSEL,Rp734.580,Kab. Bangka Barat,40% Off,Voucher save 40%,,,,
https://www.lazada.co.id/products/pdp-i18827488337.html,Oppo A1K Ram 2/32Gb Normal,Rp455.000,Kab. Tegal,,,,,,
https://www.lazada.co.id/products/pdp-i8821158441.html,Samsung A05 64,Rp1.000.000,Kota Jakarta Barat,,,,,,
https://www.lazada.co.id/products/pdp-i8682802927.html,Tecno Pova 7 5G 8/128GB & 8/256GB - Garansi Resmi 1 Tahun,Rp2.835.000,Kota Jakarta Barat,,,43 sold,(21),,
https://www.lazada.co.id/products/pdp-i8770398024.html,BIG PROMO Xiaomi Redmi Note 14 | 108 MP AI camera system | 5500mAh 33W Turbo Charging | MediaTek Helio G99 Ultra,Rp959.600,Kab. Cianjur,,,,,,
https://www.lazada.co.id/products/pdp-i8792702443.html,Motorola G57 Power 5g 8/128Gb & 8/256Gb - Official 1 Year Warranty,Rp3.050.000,Kota Jakarta Barat,,,5 sold,(2),,
https://www.lazada.co.id/products/pdp-i8811476205.html,Tecno Pova 7 4G 8/128GB NFC Garansi Resmi,Rp989.550,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8636704630.html,"Advan X1 - MediaTek Helio G100 - 8GB+8GB - 128GB - 6.78"" 120Hz FHD+ - 64MP Sony IMX782 - NFC - Advan Smartphone Gaming",Rp1.899.000,Kab. Tangerang,17% Off,Voucher save 17%,74 sold,(29),,
https://www.lazada.co.id/products/pdp-i8772926513.html,Infinix Hot 60 Pro 8/128Gb - 8/256Gb,Rp2.150.000,Kota Jakarta Selatan,7% Off,Voucher save 7%,,(1),,
https://www.lazada.co.id/products/pdp-i8764780582.html,"Samsung A01 Is Normal, Just Use It and Sell It.",Rp450.000,Kab. Bandung,,,,,,
https://www.lazada.co.id/products/pdp-i5981052176.html,"Infinix Smart 10 8GB RAM + 128GB 5000mAh, 15W authorized warranty and registered IMEI",Rp1.245.000,Kab. Bogor,11% Off,Voucher save 11%,360 sold,(175),,
https://www.lazada.co.id/products/pdp-i8641766512.html,realme P3 5G 12GB+14GB*|256GB (Snapdragon® 6 Gen 4 | 6000mAh Battery | 45W Fast Charge | NFC),Rp3.999.000,Kota Depok,,Trade In,12 sold,(5),,
https://www.lazada.co.id/products/pdp-i5694606779.html,"Infinix Itel A80 Ram 8+128 Gb Unisog T603 Official 1 Year Guarantee, Registered Imei",Rp1.375.000,Kab. Bogor,2% Off,Voucher save 2%,363 sold,(164),,
https://www.lazada.co.id/products/pdp-i18818668943.html,Google Pixel 7 (8/128Gb) Original Smartphone Fullset,Rp5.618.250,Kota Jakarta Barat,34% Off,Voucher save 34%,,,,
https://www.lazada.co.id/products/pdp-i8721674173.html,Tecno Pova 7 – 8+8Gb* / 256 Gb - Smartphone with 120Hz Vivid Display,Rp2.108.700,Kota Jakarta Selatan,12% Off,Voucher save 12%,12 sold,(2),,
https://www.lazada.co.id/products/pdp-i8793142141.html,HP Y67 Ram 6/128GB cheap 1 year warranty,Rp429.000,Kota Jakarta Barat,29% Off,Voucher save 29%,9 sold,(3),,
https://www.lazada.co.id/products/pdp-i5972520576.html,Infinix Hot 50i NFC Ram 12 + 128 GB Helio G81 48 MP camera official warranty 1 year,Rp1.245.000,Kab. Bogor,4% Off,Voucher save 4%,674 sold,(396),,
https://www.lazada.co.id/products/pdp-i6365786239.html,Vivo Y12 ram 3 32 nominus masih mulus fullshet second rasa baru garansi resmi Indonesia,Rp850.000,Kab. Bogor,15% Off,Voucher save 15%,44 sold,(16),,
https://www.lazada.co.id/products/pdp-i8380408933.html,[Official Store] Realme C85 Pro/C85 4G/C85 5g 8/256Gb 8/128Gb Nfc7000Mah 45W Snapdragon 685 Official Guarantee,Rp2.599.000,Kota Jakarta Utara,28% Off,Voucher save 28%,185 sold,(85),,
https://www.lazada.co.id/products/pdp-i7103178091.html,"Samsung Galaxy A13 - A16 4G/5G 6.7"" Inch Super Amoled - A16 4g 5000 Mah 13Mp - Warranty",Rp1.990.000,Kota Jakarta Selatan,5% Off,Voucher save 5%,345 sold,(153),,
https://www.lazada.co.id/products/pdp-i7374410873.html,OPPO A57 RAM 4\64 fullshet nominus masih mulus second rasa baru garansi resmi indonesia,Rp1.100.000,Kab. Bogor,8% Off,Voucher save 8%,9 sold,(2),,
https://www.lazada.co.id/products/pdp-i5669392646.html,Infinix Itel City 100 24 +128 Gb (Gaming Processor) 18W Charger Unisog Processor (Replacement for P65) 1 Year Official Warranty,Rp1.295.000,Kab. Bogor,7% Off,Voucher save 7%,1.1K sold,(537),,
https://www.lazada.co.id/products/pdp-i719368424.html,"Oppo A6X I A6T (4/64Gb 4/128Gb 6/128Gb) - Official Guarantee, Latest Oppo Cellphone 2025 Original, Cod Available",Rp1.999.000,Kota Jakarta Utara,33% Off,Voucher save 33%,2.6K sold,(751),,
https://www.lazada.co.id/products/pdp-i8803276558.html,"ready stok infinix smart 9 ram 4/128gb Display size 120Hz 6.7""",Rp1.050.000,Kota Jakarta Barat,,,,,,
https://www.lazada.co.id/products/pdp-i392647128.html,iCherry C223 Activ 4G 5.0  1GB Ram 8GB Rom,Rp499.000,Kab. Deli Serdang,29% Off,Voucher save 29%,17 sold,(9),,
https://www.lazada.co.id/products/pdp-i7356786096.html,Realme C65 NFC 8 + 128 GB MediaTek Helio G85 1 year original official warranty realme (IMEI listed),Rp1.345.000,Kab. Bogor,4% Off,Voucher save 4%,172 sold,(89),,
https://www.lazada.co.id/products/pdp-i8793150730.html,HP spark 30C 8 + 256GB smartphone fullset warranty,Rp1.020.000,Kota Jakarta Barat,32% Off,Voucher save 32%,,(1),,
https://www.lazada.co.id/products/pdp-i18821402056.html,Realme 16 Pro 5g 12/256Gb 7000Mah Titan Battery + 80W Ultra Charge Official Guarantee Realme Indonesia,Rp5.499.000,Kota Jakarta Utara,15% Off,Voucher save 15%,,,,
https://www.lazada.co.id/products/pdp-i8757346504.html,Chic mension HP 13C 8 + 256GB second like a new 100% guaranteed and trusted 12 months warranty is guaranteed to be trusted!! FLASHSALE!!!,Rp1.120.000,Kota Jakarta Barat,7% Off,Voucher save 7%,41 sold,(13),,
https://www.lazada.co.id/products/pdp-i8732338896.html,Samsung A10 Second Hand New Feel,Rp430.000,Kab. Cirebon,,,,(3),,
https://www.lazada.co.id/products/pdp-i6904292271.html,Redmi 9A Ram 3/32 nominus masih mulus fullshet second rasa baru garansi resmi Indonesia,Rp950.000,Kab. Bogor,32% Off,Voucher save 32%,6 sold,(2),,
https://www.lazada.co.id/products/pdp-i18820887729.html,"Infinix Note 60 Pro 5g 8/256Gb & 12/256Gb |   6.78"" Nfc - Official 1 Year Warranty",Rp5.130.000,Kota Jakarta Barat,,,,,,
https://www.lazada.co.id/products/pdp-i18820282616.html,Zte Nubia A76 5g 8/128Gb - Official 1 Year Warranty,Rp1.990.000,Kota Jakarta Barat,,,,,,
https://www.lazada.co.id/products/pdp-i6009004724.html,Poco C71 8 + 128 GB unisog 32 MP camera t7250 batera 5200 mAh official warranty 1 year,Rp1.495.000,Kab. Bogor,,,68 sold,(51),,
https://www.lazada.co.id/products/pdp-i650472423.html,Vivo Y05 4/128Gb (4Gb+4Gb Extended Ram) Ip65 Rain Resistant Latest Official Guarantee Vivo 2026,Rp1.899.000,Kota Jakarta Utara,27% Off,Voucher save 27%,959 sold,(420),,
https://www.lazada.co.id/products/pdp-i8810736910.html,Zte Nubia Neo 3 Gt 5g Ram 8/256Gb (Official Warranty),Rp1.287.000,Kab. Kotabaru,,,,,,
https://www.lazada.co.id/products/pdp-i8116112436.html,Infinix Note 40 Pro 5g 8/256Gb - up to 16Gb Extended Ram.,Rp2.433.222,Kota Jakarta Selatan,16% Off,Voucher save 16%,197 sold,(57),,
https://www.lazada.co.id/products/pdp-i7435094447.html,REDMI NOTE 10S RAM 8\128 Nominus Masih Mulus Fullshet Second Rasa Baru Garansi Resmi Indonesia,Rp1.300.000,Kab. Bogor,35% Off,Voucher save 35%,51 sold,(15),,
https://www.lazada.co.id/products/pdp-i5682750134.html,Redmi A5 Ram 8+128 Gb Battery 5200 Mah Fast Charging Official 1 Year Warranty,Rp1.495.000,Kab. Bogor,,,51 sold,(25),,
https://www.lazada.co.id/products/pdp-i8607428896.html,mesin samsung a7 2018 orijinal,Rp4.050,Kab. Madiun,,,,,,
https://www.lazada.co.id/products/pdp-i7392380076.html,mesin hp itel a571l ORI normal udah tested,Rp79.900,Kab. Subang,,,12 sold,(5),,
https://www.lazada.co.id/products/pdp-i7997672976.html,samsung handphone champ neo C3262 normal second,Rp90.000,Kab. Cirebon,,,32 sold,(13),,
https://www.lazada.co.id/products/pdp-i8272888549.html,Hp vivo ram 12/258 smartphone,Rp1.000.000,Kab. Bogor,,,,,,
https://www.lazada.co.id/products/pdp-i7979550894.html,samsung j5 (j500G) jaringan 4G second,Rp250.000,Kab. Cirebon,,,7 sold,(2),,
https://www.lazada.co.id/products/pdp-i8068170109.html,HP hotwav K2 Prime engine is already tested normally,Rp89.900,Kab. Subang,,,,(1),,
https://www.lazada.co.id/products/pdp-i7667102272.html,Hp Android Smartphone Mito A17 Ram 1GB Rom 8GB 4.5inch 4G,Rp399.000,Kota Tangerang,,,,,,
