Channel_Sumber,Author,Comment_Final,Likes,Time,Tipe_Komentar
Gadgetin,@nyoimanis,david setting 60fps video,0,2025-12-09 00:42:57+00:00,Utama
Gadgetin,@muhammadbahtiar2967,hadir handphone lcd motif senar gitar wkwkw,33,2025-12-09 00:41:09+00:00,Utama
Gadgetin,@Rumahinspirasimu,motorola g45 masuk list,0,2025-12-09 00:38:50+00:00,Utama
Gadgetin,@asnov1984,hahahaa bagus sebenrnya city,0,2025-12-09 00:37:16+00:00,Utama
Gadgetin,@danirama6788,bahas detail handphone merek inoi a350 dll penasaran,0,2025-12-09 00:33:41+00:00,Utama
Gadgetin,@Iqbal_Cilacap,beli infinix hot pro hmm rekomen pro gmna si,0,2025-12-09 00:27:25+00:00,Utama
Gadgetin,@achmadsyukuramrulloh7942,pakai redmi note 5g nunggu bosen face with tears of joy face with tears of joy face with tears of joy,0,2025-12-09 00:18:55+00:00,Utama
Gadgetin,@diansoemardi5665,s25 ultra engga,0,2025-12-09 00:12:07+00:00,Utama
Gadgetin,@agushariyanto4055,x300 bagus,0,2025-12-09 00:06:05+00:00,Utama
Gadgetin,@KnightBatford,david tolong review handphone advan aj rilis folded hands medium light skin tone,0,2025-12-09 00:04:35+00:00,Utama
Gadgetin,@bpjsdontafk5552,xiaomi ultra gamasuk,0,2025-12-09 00:02:27+00:00,Utama
Gadgetin,@PajarUden00,review nubia z80 ultra bagus viral ditiktok,0,2025-12-08 23:58:25+00:00,Utama
Gadgetin,@ivanzasulaeman9061,mateng ambil tecno camon pro party popper masuk preslist rekomendasi,0,2025-12-08 23:57:28+00:00,Utama
Gadgetin,@gertipesolo1798,handphone harga 3jt an tecno camon pro 5g party popper party popper party popper,0,2025-12-08 23:56:34+00:00,Utama
Gadgetin,@zulkiplijuki,cuman kepo handphone blum pikir ganti handphone,0,2025-12-08 23:54:59+00:00,Utama
Gadgetin,@adifkagimang3545,lihat review gadget in alhamdulillah kebel infinix hot tecno pova 5g,0,2025-12-08 23:46:55+00:00,Utama
Gadgetin,@randomin25,tonton pakai vivo y17 layar retak face with tears of joy,0,2025-12-08 23:46:28+00:00,Utama
Gadgetin,@ngapain25,nungguin video rekomendasi kemaren handphone rusak beli muncul video besok dah ganti handphone nungguin lebaran bikin rekomendasi handphone lebaran nabung lebaran ganti dah beaming face with smiling eyes beaming face with smiling eyes,2,2025-12-08 23:45:49+00:00,Utama
Gadgetin,@sukmasupri07,nyaman x7pro rezeki ambil xiaomi t pro palms up together,1,2025-12-08 23:45:11+00:00,Utama
Gadgetin,@owyyyyyyy,bikin rekomendasi handphone gaming,0,2025-12-08 23:35:46+00:00,Utama
Gadgetin,@AghiesFrizzi,rekomendasi laptop david,0,2025-12-08 23:29:26+00:00,Utama
Gadgetin,@hil.774,bismillah beli handphone aamiin,0,2025-12-08 23:24:30+00:00,Utama
Gadgetin,@leaqiana6697,salah pilih rilis ambil realme gt7 beaming face with smiling eyes,0,2025-12-08 23:23:24+00:00,Utama
Gadgetin,@herusaroso6533,kingfinix handphone raja raja,0,2025-12-08 23:22:13+00:00,Utama
Gadgetin,@duniabermanfaat735,infinix hot 4g tahan,0,2025-12-08 23:20:38+00:00,Utama
Gadgetin,@BakhrulMBN,video rekomendasi handphone kemaren sampek iphone masuk harga 15jt an harga 10jt an,0,2025-12-08 23:18:50+00:00,Utama
Gadgetin,@AryaHari-u8e1x,bahas advan s50 5g,0,2025-12-08 23:15:48+00:00,Utama
Gadgetin,@sidikuchiha5413,david beli hpndi david gak second gpp,0,2025-12-08 23:09:12+00:00,Utama
Gadgetin,@RioNaufal-c7q,aduh nunggu video dri david keburu beli pova7 5g,0,2025-12-08 23:07:05+00:00,Utama
Gadgetin,@Kianaisyah8658,nungguin bonus beli handphone anak perempuan dri sd smp kasih hp skrng dah beliin bismillah,0,2025-12-08 23:04:42+00:00,Utama
Gadgetin,@ikhsansatria-d6x,konten tunggu tunggu usaha handphone infinix crown grinning squinting face,1,2025-12-08 23:00:41+00:00,Utama
Gadgetin,@herikedirian,iphone hapenya bagus harga juta syukur milik,0,2025-12-08 22:59:13+00:00,Utama
Gadgetin,@ThomasTomi,xiaomi 12t awet sampe ngebut,0,2025-12-08 22:57:29+00:00,Utama
Gadgetin,@abenkrajuofficial3180,beli handphone selamat bencana longsor alhamdulillah banget sad but relieved face tahan hidup alhamdulillah trima ksih ngasih bantu sumatra barat khusus palembayan agam sumatra barat bantu,0,2025-12-08 22:56:52+00:00,Utama
Gadgetin,@ikbaljanuar6872,beli iphone toko oren rekomendasi toko,0,2025-12-08 22:52:50+00:00,Utama
Gadgetin,@GeorgioGanesa,motorola g masuk handphone favorit,0,2025-12-08 22:47:00+00:00,Utama
Gadgetin,@RikoafifS.K,itel p70,1,2025-12-08 22:41:43+00:00,Utama
Gadgetin,@Usman-c2z2n,handphone bekas infinix jual david,0,2025-12-08 22:38:42+00:00,Utama
Gadgetin,@Usman-c2z2n,jual murah pakai,0,2025-12-08 22:35:59+00:00,Utama
Gadgetin,@taufikpinter9693,realme gt7 lbih goda dr poco,0,2025-12-08 22:34:25+00:00,Utama
Gadgetin,@starfaaaalll,tonton pakai handphone poco x7 pro fire beaming face with smiling eyes,1,2025-12-08 22:22:59+00:00,Utama
Gadgetin,@LetjendBaron,rog phone turun harga,0,2025-12-08 22:16:28+00:00,Utama
Gadgetin,@surleonetz,bahas laptop rekemondasi folded hands,0,2025-12-08 22:05:50+00:00,Utama
Gadgetin,@GingsengSehat25,beli handphone mahal bru to fungsi ky handphone murah gaya pamer orang ky gengsi keridet handphone,0,2025-12-08 22:02:37+00:00,Utama
Gadgetin,@qeismuhammad9557,rog fe smiling face with sunglasses,0,2025-12-08 21:59:33+00:00,Utama
Gadgetin,@kamal4683,juara rekomendasi kategori harga versi david malas tonton sampe selesai juta galaxy a07 juta infinix hot 4g juta infinix hot pro juta tecno camon pro juta poco x7 pro juta galaxy a56 juta realme gt7 juta xiaomi 15t pro juta vivo x300 5g juta bebas milih vivo x300 pro oppo find x9 pro iphone iphone pro huawei pura ultra vivo x fold samsung z fold oppo find n5 huawei mate xt asus rog phone koreksi salah ngetiknya pas mata ngantuk folded hands light skin tone,247,2025-12-08 21:23:51+00:00,Utama
Gadgetin,@rafiftkbsemut6133,hello moto,0,2025-12-08 21:04:30+00:00,Utama
Gadgetin,@kohjod,2jt hot pro asli megang 3infinix kerja hot pro hot pro note 50pro hot pro gabiasa make handphone tipiss gaenak kayak ngeri masuk kantong game lumayan panas hot pro pas beli touch delay pas update touch delay hilang tipis bilang normal game enak game game enteng,0,2025-12-08 20:20:27+00:00,Utama
Gadgetin,@KacangTanah21,yes thank you david,1,2025-12-08 20:02:43+00:00,Utama
Gadgetin,@icalsyafrizal14,nokia nyimak,0,2025-12-08 20:00:36+00:00,Utama
Gadgetin,@pencabut_arwah,motorola g86 grinning face with sweat,0,2025-12-08 19:44:51+00:00,Utama
Gadgetin,@HendriSaputra-p2o7n,tonton kepo crying face grinning face with sweat,0,2025-12-08 19:36:51+00:00,Utama
Gadgetin,@masyarakatkonoha1,duluu cmn liatin review redmi note mengunakan handphone realme c3 ram alhamdulillah kebel redmi note second puas banget beli dngn hasil,0,2025-12-08 19:36:29+00:00,Utama
Gadgetin,@ravinowiguna_1ea058,juta flat banget gada gebrak g99,0,2025-12-08 19:34:35+00:00,Utama
Gadgetin,@Obaymananta,motorola juta,0,2025-12-08 19:25:03+00:00,Utama
Gadgetin,@frecillialovanda5886,coba xiaomi promax donh rilis indo kupas habis david wajib beli,0,2025-12-08 19:07:47+00:00,Utama
Gadgetin,@ryanputrapratama6265,sesi syuting tambahin,0,2025-12-08 19:03:19+00:00,Utama
Gadgetin,@LexCaseid,ganti setia pakai realme baterai kembung kuat ganti lcd 4x face with tears of joy,0,2025-12-08 19:00:12+00:00,Utama
Gadgetin,@rudywijaya63,yah asus msk,0,2025-12-08 18:45:25+00:00,Utama
Gadgetin,@Budieee19,laptop david,0,2025-12-08 18:25:16+00:00,Utama
Gadgetin,@bdumtess4782,huftt nunggu yah,0,2025-12-08 18:23:29+00:00,Utama
Gadgetin,@dedisyahrudi7371,realme gt 8pro masuk,0,2025-12-08 18:22:46+00:00,Utama
Gadgetin,@putiambunsuri4086,tonton pakai handphone oppo a16 ram ganti mikirin anak bini face with tears of joy,0,2025-12-08 18:18:05+00:00,Utama
Gadgetin,@among_us1715,yah infinix gt pro pesan,0,2025-12-08 18:18:02+00:00,Utama
Gadgetin,@KomangGimang27,nubia neo 3gt kekuranganya face with tears of joy,0,2025-12-08 18:16:19+00:00,Utama
Gadgetin,@HavraYt,motorolla g45 g5 msuk kah,0,2025-12-08 18:10:54+00:00,Utama
Gadgetin,@moba2104,review redmagic,0,2025-12-08 18:09:06+00:00,Utama
Gadgetin,@innovationndesign,masoh tahan infinix hot 4g,0,2025-12-08 18:02:49+00:00,Utama
Gadgetin,@aureliamargaretha2744,penasaran oppo find x9 vivo x300 pilih bingung,0,2025-12-08 17:56:32+00:00,Utama
Gadgetin,@agung-z4m,vidio kayak patah patah ya grinning face with sweat,0,2025-12-08 17:39:12+00:00,Utama
Gadgetin,@stevenimmanuelhutapeasteve8317,bahas rekomendasi leptop,2,2025-12-08 17:35:14+00:00,Utama
Gadgetin,@Wonglahyo,nyimak realme 6pro 5thunan no minus,0,2025-12-08 17:32:49+00:00,Utama
Gadgetin,@peteradirahmat1278,yh oppo reno 5g masuk nominasi,0,2025-12-08 17:27:47+00:00,Utama
Gadgetin,@ErikSebastian-d1g,review poco m7 pro beaming face with smiling eyes makasih,0,2025-12-08 17:23:55+00:00,Utama
Gadgetin,@Favela_ch,pro worth kah,0,2025-12-08 17:23:35+00:00,Utama
Gadgetin,@mencobahalbaik,setia techno handphone all round murah iklan,0,2025-12-08 17:19:18+00:00,Utama
Gadgetin,@jeysennn.uwuwww,rekomendasi 5jt samsung galaxy a07 gaperlu diraguin kualitas oneui update os 6x 6y security chipset hio g99 knox vault raising hands 1jtan dpt gb reng ya jd daily driver samsung galaxy a07 gapunya sensor nfc gyro magnetometer face with tears of joy saran alternatif lirik itel city chipset unisoc t7250 tolong ufs ir blaster gyro software magnetometer ok hand minus no nfc no os update update security patch pensive face varian jual 1jtan oke thumbs up alternatif try advan x1 rekomendasi kejerembab kelas 2jt advan store toko ijo dpt under 5jt tgl kembar payday sale dpt under 5jt thumbs up dpt varian gyro hardware nfc magnetometer chipset hio g100 rekam video kamera 2k30 stabil pakai eis kamera mp sensor sony imx78-imx78 layar ips fhd hz raising hands minus update os secutiry patch aja handphone entry 1jtan no os update wajar banget ya folded hands opini pribadi btw guys sisa suai butuh call me hand cmiiw folded hands folded hands,1,2025-12-08 17:18:24+00:00,Utama
Gadgetin,@FedeLia-d4w,rog phone fe masuk dapit,0,2025-12-08 17:18:14+00:00,Utama
Gadgetin,@mfprayogi2413,kurleb lebaran arti acu habis thr,0,2025-12-08 17:08:40+00:00,Utama
Gadgetin,@MistikMistik99,5jt recomend handphone camera rekam vidio bagus ya,0,2025-12-08 17:08:28+00:00,Utama
Gadgetin,@fajarsetiawan3659,pakai poco x7 pro recommended gadgetin red heart,0,2025-12-08 17:02:07+00:00,Utama
Gadgetin,@channelelektro9082,david review infinix note 50x folded hands light skin tone grinning face with sweat,0,2025-12-08 16:58:12+00:00,Utama
Gadgetin,@Mvix_onna_net,stuttering ya video handphone reviewnya sadar,0,2025-12-08 16:58:03+00:00,Utama
Gadgetin,@sbn123.,permisi mampir uang face with tears of joy,1,2025-12-08 16:52:00+00:00,Utama
Gadgetin,@kaptenjambul12,tunggu tunggu ken beli handphone seru lihat video rekomendasi beaming face with smiling eyes,0,2025-12-08 16:50:26+00:00,Utama
Gadgetin,@coffeecinomusic,poco x7 pro iklan,0,2025-12-08 16:42:40+00:00,Utama
Gadgetin,@muhababil1054,untui iphone basic model worthit ya handphone rencana ken coba pakai ios,0,2025-12-08 16:36:43+00:00,Utama
Gadgetin,@MrRan_d,pakai ip pro ganti pro,0,2025-12-08 16:34:35+00:00,Utama
Gadgetin,@1ignine_el964,pakai poco f7 puas banget,0,2025-12-08 16:30:55+00:00,Utama
Gadgetin,@yusrilalimukti3325,bett uplpud minggu beli a56 ni vidio syukur dah beli a56 face with tears of joy grinning face with sweat,0,2025-12-08 16:30:23+00:00,Utama
Gadgetin,@kuloshifi1272,alhamdulillah sesuai sen poco x7pro insyaallah besok dateng moga awet,0,2025-12-08 16:27:17+00:00,Utama
Gadgetin,@BrilliannELzzy,ip wort it,0,2025-12-08 16:25:17+00:00,Utama
Gadgetin,@kennskiee-k4l,alhamdulillah salah pilih inf hot pro handphone face with tears of joy pakai jalan lancar baterai boros pakai iphone tetep boros inf hot pro face with tears of joy,0,2025-12-08 16:23:26+00:00,Utama
Gadgetin,@ChandraIrawan-kx9fl,handphone plis handphone ngelek banget handphone jadul handphone redmi 8a pro,0,2025-12-08 16:23:08+00:00,Utama
Gadgetin,@Syahrul-n4n,nga pakai video video afiliate,0,2025-12-08 16:23:06+00:00,Utama
Gadgetin,@ViaNzMazzola.,a56 beli jt hadir,0,2025-12-08 16:20:58+00:00,Utama
Gadgetin,@Belajar_basic_inggris,rekomendasi laptop,0,2025-12-08 16:18:45+00:00,Utama
Gadgetin,@alfan.taufiqi,juta menang infinix tecno,0,2025-12-08 16:12:41+00:00,Utama
Gadgetin,@hafalach,hot beverage grinning face with big eyes selamat senang thumbs up medium light skin tone,0,2025-12-08 16:12:40+00:00,Utama
Gadgetin,@ardijhonz5587,david poco f7 toko oren masuk juta gitu masuk kelas juta git auto win,0,2025-12-08 16:09:59+00:00,Utama
Gadgetin,@Cameyrobl0x,handphone bet mndg,1,2025-12-08 16:08:57+00:00,Utama
Gadgetin,@Aurynlib.h,poco f7 pro beli wkwkwk,0,2025-12-08 16:00:12+00:00,Utama
Gadgetin,@mochamadjohan4710,syukur xiaomi 15t pro rekom harga 10juta beli live tiktok harga juta party popper party popper party popper,0,2025-12-08 15:59:02+00:00,Utama
Gadgetin,@hendriyana1998,vivo x300 bikin jatuh cinta,0,2025-12-08 15:58:24+00:00,Utama
Gadgetin,@muhammadrizkyramadani9307,kepo grinning face with sweat,1,2025-12-08 15:57:19+00:00,Utama
Gadgetin,@zidanghafara3734,iqoo gamasuk nominasi,0,2025-12-08 15:54:34+00:00,Utama
Gadgetin,@deysdreamer,lebaran tonton konten rekomendasi handphone layak beli skrg ganti hp ya moga ganti iphone pro max,0,2025-12-08 15:52:19+00:00,Utama
Gadgetin,@muhammadarbamubarrok1088,poco f7 masuk kah,0,2025-12-08 15:51:19+00:00,Utama
Gadgetin,@erbiantoabadi414,coba review honor gt,0,2025-12-08 15:50:10+00:00,Utama
Gadgetin,@sandisaputrapemdeskaotan8564,oppo reno harga juta an,0,2025-12-08 15:48:15+00:00,Utama
Gadgetin,@Xiusin08,jujur ken beli handphone bagus megang vivoy16 redmi beli xiaomi 15t pro,0,2025-12-08 15:46:43+00:00,Utama
Gadgetin,@Arif8-n9b,allhamdulilah beli kemarin menang ahir th,0,2025-12-08 15:43:00+00:00,Utama
Gadgetin,@franandaahmad3374,jt cobain motorola g86 power 5g cameranya bagus stabil banget batreinya badak cerah super,0,2025-12-08 15:41:50+00:00,Utama
Gadgetin,@DesaKratom_kapuashulu,infinix hot poco m6 redmi 15c,0,2025-12-08 15:41:27+00:00,Utama
Gadgetin,@Kop_pan,parahh sihh jaman skarang harga beda dikit beda unggul kaum dang pusing milih face with tears of joy,0,2025-12-08 15:41:24+00:00,Utama
Gadgetin,@watchenthusiastok,rekomendasi tablet rame,0,2025-12-08 15:36:34+00:00,Utama
Gadgetin,@suwantara02_77,warm gtu video,0,2025-12-08 15:34:21+00:00,Utama
Gadgetin,@xuoxuo-r46,david bikin recommendasi tablet,0,2025-12-08 15:31:55+00:00,Utama
Gadgetin,@muhammadaldi8315,f7 masuk range juta menang kali ya,0,2025-12-08 15:29:47+00:00,Utama
Gadgetin,@yuswanandyta5342,next rekom laptop,0,2025-12-08 15:29:33+00:00,Utama
Gadgetin,@musisireceh4465,aceh hadir pakai samsung a56 beli,0,2025-12-08 15:24:39+00:00,Utama
Gadgetin,@adrielsiahaan724,harga jt an kamera termanatap ya,0,2025-12-08 15:22:54+00:00,Utama
Gadgetin,@sigitharyadi7948,mah muluk handphone juta dh brsyukur handphone an lag dh neng,0,2025-12-08 15:21:04+00:00,Utama
Gadgetin,@abcdfuuuuu,poco f8 ultra murah chipset vivo x300 poco f8 ultra list ya,0,2025-12-08 15:14:52+00:00,Utama
Gadgetin,@tisubasah1361,handphone motorola edge fusion 5g harga turun harga juta juta handphone nominasi kuat banget segi kamera foto bagus banget kaya tecno camon pro camon pro rekam video setabil motorola rekam video stabil banget,0,2025-12-08 15:07:17+00:00,Utama
Gadgetin,@aryaduta484,vid aing tunggu tunggu,0,2025-12-08 15:05:33+00:00,Utama
Gadgetin,@DanielCandra-g2x,motorolla ya motorolla bagus arti ya,0,2025-12-08 15:04:09+00:00,Utama
Gadgetin,@Zz0990,tonton antem ama handphone ku ghost touch face with tears of joy,0,2025-12-08 15:03:22+00:00,Utama
Gadgetin,@endrijm3499,bagiin handphone ny handphone sya jatuh dri motor crying face,0,2025-12-08 15:03:09+00:00,Utama
Gadgetin,@KevinPM-c8p,handphone ip 17pro max cmn ya jual varian 1tb,0,2025-12-08 15:00:58+00:00,Utama
Gadgetin,@provenzano5520,video tunggu ganti handphone kali nunggu,0,2025-12-08 14:58:18+00:00,Utama
Gadgetin,@ZaraNafisah-ct2si,setia pakai realme pro,0,2025-12-08 14:57:07+00:00,Utama
Gadgetin,@jonathanjustin5731,bikin versi laptop grinning face with sweat,0,2025-12-08 14:56:45+00:00,Utama
Gadgetin,@dokter_cadel,honor masuk ya crying face,0,2025-12-08 14:55:18+00:00,Utama
Gadgetin,@Frikhkorbangrad,kecepetan beli handphone nunggu banget nii video keduluan ambil z9 5g oktober kemarin mahal ya z9 harga 3jt,0,2025-12-08 14:52:13+00:00,Utama
Gadgetin,@Puazzzaaa,handphone merek iqoo infinix ya kakak handphone merek infinix dipake gaming mudah panas ya tolong info,1,2025-12-08 14:52:02+00:00,Utama
Gadgetin,@CERITERAcnl,motorola g45 absen,0,2025-12-08 14:51:38+00:00,Utama
Gadgetin,@forjon9999,worth it xos nunggu lumayan,0,2025-12-08 14:49:47+00:00,Utama
Gadgetin,@akagivibritania4785,nyesel beli infinix hot pro minus susah nyari cassing ama screen protector bagus benci hydrogel,0,2025-12-08 14:46:07+00:00,Utama
Gadgetin,@nicknamecode7285,pilih camon40 pro poco x7 harga ram storage bagus x7 pensive face,0,2025-12-08 14:45:41+00:00,Utama
Gadgetin,@WargaSipil-x8j,5jt 2jt an 2jt,0,2025-12-08 14:45:22+00:00,Utama
Gadgetin,@brcgndaAja,tanggal nov kmrn beli poco f7 7jt masuk kelas 6jt,0,2025-12-08 14:43:45+00:00,Utama
Gadgetin,@i2o3ooii9_danielepipanus,tim poco x7 pro guys,1,2025-12-08 14:41:52+00:00,Utama
Gadgetin,@rizaldieka8606,realme gt minus internal,0,2025-12-08 14:41:44+00:00,Utama
Gadgetin,@rizaldieka8606,iqoo neo vs poco f7 mnrut pribadi bagus bimbang beli iqoo neo like poco f7 komen,0,2025-12-08 14:39:34+00:00,Utama
Gadgetin,@masintan-ij8ew,ip rekom g ya gaes,0,2025-12-08 14:38:36+00:00,Utama
Gadgetin,@andregirsang-k3f,tonton pakai poco x7 pro raising hands medium light skin tone,0,2025-12-08 14:37:17+00:00,Utama
Gadgetin,@istanto6324,bahasa campur bahasa enggres,0,2025-12-08 14:35:03+00:00,Utama
Gadgetin,@dianadisaputra30,koran pulsa versi ngomong,0,2025-12-08 14:33:48+00:00,Utama
Gadgetin,@hiroshim4933,tolong hpnya ngojek folded hands,0,2025-12-08 14:32:31+00:00,Utama
Gadgetin,@MGaming1208,dap jack audio penasaran all rounder,0,2025-12-08 14:32:00+00:00,Utama
Gadgetin,@esagultom,kelas jt oppo reno masuk,0,2025-12-08 14:29:19+00:00,Utama
Gadgetin,@hizazminbainits182,sharp aquos r9 pro,0,2025-12-08 14:29:11+00:00,Utama
Gadgetin,@eeprooyeergaming2100,ip vivo x300 ya,0,2025-12-08 14:28:39+00:00,Utama
Gadgetin,@utohusinto6594,nyesel beli hot 60pro,0,2025-12-08 14:27:20+00:00,Utama
Gadgetin,@DimasBroken,advan s50 kasih review,1,2025-12-08 14:27:14+00:00,Utama
Gadgetin,@FirdausCrown,tahan iphone ultra pro max crying face smiling face with smiling eyes,5,2025-12-08 14:26:18+00:00,Utama
Gadgetin,@zdnchannel8117,order 14t muncul video jd waswas masuk rekomendasi david gk nyata masuk face with tears of joy,0,2025-12-08 14:25:25+00:00,Utama
Gadgetin,@harguna853,handphone daily kau pakai,0,2025-12-08 14:25:01+00:00,Utama
Gadgetin,@monikcandra9577,realme gt vs realme gt performa camera bagus ya bimbang handphone,0,2025-12-08 14:24:44+00:00,Utama
Gadgetin,@i2o3ooii9_danielepipanus,abang bilang kaum dang beli grinning face with sweat,0,2025-12-08 14:22:34+00:00,Utama
Gadgetin,@TEAM_SONIC_REPUBLIC,budget juta handphone beli iqoo z10 512gb grinning face with sweat,0,2025-12-08 14:22:31+00:00,Utama
Gadgetin,@RasyaBilal-d7g,abang handphone bnyk gitu jual,0,2025-12-08 14:20:55+00:00,Utama
Gadgetin,@hokkysurya7313,nunggu s25 harga grinning face with sweat,0,2025-12-08 14:20:47+00:00,Utama
Gadgetin,@daniel4you,rekomendasi edisi lebaran,0,2025-12-08 14:20:14+00:00,Utama
Gadgetin,@ArjunFuture,nntn pakai poco f7 face with tears of joy walupun kalah si gpp ngebut banget handphone ny,0,2025-12-08 14:19:37+00:00,Utama
Gadgetin,@kinkEmannnz,tonton upgrade handphone,0,2025-12-08 14:18:07+00:00,Utama
Gadgetin,@duniafakta1407,rekomendasi tws,0,2025-12-08 14:17:53+00:00,Utama
Gadgetin,@Hgunawan7057,moga saudara kena musibah acah sumatra bandung dll lapang palms up together,11,2025-12-08 14:17:15+00:00,Utama
Gadgetin,@FR4NZ.,ane incer vivo x300 smiling face with smiling eyes,0,2025-12-08 14:16:39+00:00,Utama
Gadgetin,@zianitaaraalkinan621,beli realme pro 5g skrng handphone rusak kena cpu crying face ganti cpu harga 3jt an spesifikasi hp jd mikir kali benerin handphone,1,2025-12-08 14:16:29+00:00,Utama
Gadgetin,@Navydaa_,suka nontonin video tetep suka beli handphone non resmi xperia pixel face with tears of joy,0,2025-12-08 14:12:51+00:00,Utama
Gadgetin,@aryar8432,ip wort it giat cuman daily foto video,0,2025-12-08 14:12:12+00:00,Utama
Gadgetin,@AndeNde-hm5jk,tunggu tunggu senang lihat beli wkwkw,0,2025-12-08 14:11:40+00:00,Utama
Gadgetin,@askawibowo9552,xiaomi masuk pleading face,0,2025-12-08 14:11:06+00:00,Utama
Gadgetin,@tioapratama536,spil poco c85,0,2025-12-08 14:08:34+00:00,Utama
Gadgetin,@akunjlk1431,coba handphone solana,1,2025-12-08 14:06:42+00:00,Utama
Gadgetin,@AgielSusilo-q3s,jujur better oppo a6x samsung galaxy a07 mohon bantu,1,2025-12-08 14:00:21+00:00,Utama
Gadgetin,@yonathannugroho8600,nominasi 5jt menang ya itel s25 harga 150jt toko ijo face with tears of joy face with tears of joy face with tears of joy,0,2025-12-08 13:58:43+00:00,Utama
Gadgetin,@Theextramileison,nyaman tonton video david pakai z flip,0,2025-12-08 13:57:01+00:00,Utama
Gadgetin,@ericknommensen6471,youtuber hape range harga cuman david bagus youtuber cuman sampah endorse,0,2025-12-08 13:56:24+00:00,Utama
Gadgetin,@Cleo-x8t,bingung beliin ortu infinix hot pro samsung galaxy a16 ya,0,2025-12-08 13:55:17+00:00,Utama
Gadgetin,@indradivapramana,ambil promax worth it vid,0,2025-12-08 13:53:06+00:00,Utama
Gadgetin,@gedeekofrimayana7961,x7 pro 5g angka mayan banget dah,0,2025-12-08 13:51:16+00:00,Utama
Gadgetin,@okeayah4376,alam gua izin ngasih saran beli handphone sub brand beli segmentnya flagship maksud sub brand kaya realme iqoo redmi poco dll,0,2025-12-08 13:50:58+00:00,Utama
Gadgetin,@akmalanas345,poco x8 pro yah,0,2025-12-08 13:48:02+00:00,Utama
Gadgetin,@Nurlitadwiraini,bahas sam a17,0,2025-12-08 13:46:50+00:00,Utama
Gadgetin,@WanlayFrizz,btw harga poco f7 cm 5juta ja recomended mn dri samsung a56,0,2025-12-08 13:45:05+00:00,Utama
Gadgetin,@Ziefen,bikin versi laptop,1,2025-12-08 13:44:28+00:00,Utama
Gadgetin,@ucok8256,coba review infinix note 50x 5g plus subrek cat with tears of joy,0,2025-12-08 13:43:07+00:00,Utama
Gadgetin,@EdhoRahmatFirmansyah,juta motorola g45 beaming face with smiling eyes,0,2025-12-08 13:41:37+00:00,Utama
Gadgetin,@endriyantopamungkas5059,tumben seling minum kopi face with tears of joy face with tears of joy,0,2025-12-08 13:40:37+00:00,Utama
Gadgetin,@legendarysword3616,rog phone fe masuk kelas juta,0,2025-12-08 13:40:30+00:00,Utama
Gadgetin,@alfiannikko2504,tablet beaming face with smiling eyes,0,2025-12-08 13:36:59+00:00,Utama
Gadgetin,@Kinder_Joy12,atur main ambil harga pasar official store poco f7 os harga,0,2025-12-08 13:36:08+00:00,Utama
Gadgetin,@PiterRI,ok mantap awesome party popper party popper party popper,0,2025-12-08 13:34:18+00:00,Utama
Gadgetin,@dewadurja,nnti tonton ulang ya tq konten,0,2025-12-08 13:33:26+00:00,Utama
Gadgetin,@sanjaya8368,tolong adu dri menang kategori,0,2025-12-08 13:27:37+00:00,Utama
Gadgetin,@Tanpanama8987,opp reno masuk yaa,0,2025-12-08 13:24:35+00:00,Utama
Gadgetin,@apr3446,tim poco x7 pro grinning face with sweat,0,2025-12-08 13:21:50+00:00,Utama
Gadgetin,@PrinceFeev,ambil kmrn nyesel segacor tu,0,2025-12-08 13:21:50+00:00,Utama
Gadgetin,@lisna5485,beli infinix hot nabung beli jujur baterai boros banget pakai main game mentok main sosmed boros banget,3,2025-12-08 13:19:04+00:00,Utama
Gadgetin,@asydgaming5694,xiaomi 15t pro juara lanjur cinta xiaomi seri t,0,2025-12-08 13:18:48+00:00,Utama
Gadgetin,@stft285,tonton pakai poco x7 pro,0,2025-12-08 13:18:42+00:00,Utama
Gadgetin,@Lukman-b1y,alhamdulillah handphone samsung a10 a56 nunggu nyampek 6thn red heart,0,2025-12-08 13:17:52+00:00,Utama
Gadgetin,@BERUK-oi2vm,saran handphone 2jutaan brand transion,0,2025-12-08 13:16:07+00:00,Utama
Gadgetin,@mixxland2077,beli xiaomi juta pas bekas display store kondisi bagus banget worth it gak maju mundur sampe,0,2025-12-08 13:15:20+00:00,Utama
Gadgetin,@dikzzGadget,redmi note pro masuk kategori juta crying face,0,2025-12-08 13:15:16+00:00,Utama
Gadgetin,@hendrivour,alhamdulillah closingan pakai hp s24 iphone basic smiling face with halo,0,2025-12-08 13:15:11+00:00,Utama
Gadgetin,@some1thatiknow,bikin versi laptop,0,2025-12-08 13:14:49+00:00,Utama
Gadgetin,@wildanrahman1333,infinix hot pro note pro,0,2025-12-08 13:13:19+00:00,Utama
Gadgetin,@coniconiconi,poco menang telak spek jangka ampun dahh 3thn servis face with tears of joy kaum kyak ni ganti handphone 7than ganti recommend dri poco 2th ganti handphone wort it,2,2025-12-08 13:10:20+00:00,Utama
Gadgetin,@Kaiselx2,motorola g45 masuk nominasi kah niat beli bagus ya,0,2025-12-08 13:09:43+00:00,Utama
