channel,username,text,tanggal,panjang_komentar,sentiment
gadgetin,@handysh535,objective not subjective brayy,2026-01-06 04:15:16+00:00,30,netral
gadgetin,@abahdevichanel2955,rekomend hp juta buat pekerja lapangan dong br,2026-01-06 00:14:57+00:00,46,netral
gadgetin,@youngmom6093,di kalimantan tepatnya balikpapan redmi c ram bang,2026-01-05 04:44:14+00:00,50,netral
gadgetin,@DonQuixote-j9f,masalahnya itu angka gimick apa bukan pemakaian setahun aman,2026-01-05 01:09:23+00:00,60,netral
gadgetin,@BangPlayy,infinix hot udh gak ada lagi dijual,2026-01-05 00:10:39+00:00,35,netral
gadgetin,@benzemasulaemanbenzema1704,boro buat beli hp buat makan aja susah,2026-01-04 23:01:44+00:00,38,netral
gadgetin,@RumainaIna,apakah infinix hot masih tetsedia di offline,2026-01-04 19:55:40+00:00,44,netral
gadgetin,@gabutbercuan,hp sebanyak itu gak di jual lg y,2026-01-04 15:24:13+00:00,32,netral
gadgetin,@ErikIrfansyan,yg nonton,2026-01-04 13:36:12+00:00,9,netral
gadgetin,@adimasek1791,kpk gda ip,2026-01-04 11:11:44+00:00,10,netral
gadgetin,@Zervoucs,bikin rekomendasi laptop dong bang david,2026-01-04 11:01:12+00:00,40,positif
gadgetin,@edward455,udah beli poco x gara david kapok sama bug amp error nya,2026-01-04 10:15:49+00:00,56,netral
gadgetin,@nekochiha,su sama vivo x pro better mana ya,2026-01-04 09:04:34+00:00,33,netral
gadgetin,@triwiningsihningsih5605,bagus mana gess kalo buat gaming antara tecno pova tecno camoniqoo zx,2026-01-04 01:05:48+00:00,69,positif
gadgetin,@inpesaintan9083,lagi pusing mau beli hp oppo yg mana karena mau mindahin semua data dari hp oppo gw gw pengen oppo ke oppo biar proses pindahnya lebih gampang mungkin brada rekomendasi gak guys cara pindahin data beserta semua apk nya secara utuh dan gampang dari hp lama ke hp baru beneran lg pusingbrkarena banyak data akun di hp lama tapi lcd nya rusak terus udh x ganti lcd tekor juga better ganti baru aja,2026-01-03 19:28:45+00:00,394,netral
gadgetin,@sandianis1320,mau beli di onlen tapi takut kena tipu,2026-01-03 16:45:51+00:00,38,netral
gadgetin,@rapxiter444,bang reviuw hp andorid p bg,2026-01-03 16:40:54+00:00,27,netral
gadgetin,@HAIKAL12-v7w,bikin open mystery box lagi dong bang david,2026-01-03 15:39:23+00:00,43,netral
gadgetin,@taair1,untung gak lu masukin poco f bang kalo gak tambah di goreng tuh harga,2026-01-03 14:35:59+00:00,69,netral
gadgetin,@AkehDuwit,bang hpnya melimpah mbok ya dibagi satu bang hp saya udah rusak rusak tompel tompel ganti baterai rusak lagi benerin lagi rusak lagi dan kubenerin lagi,2026-01-03 13:43:09+00:00,151,netral
gadgetin,@adampratama7298,harga infinix note pro pluss g berapa ya dan meding hp ini apa techno camon pro,2026-01-03 12:32:27+00:00,79,netral
gadgetin,@kadekindrawan6534,maaf saya kurang paham yg ngerti boleh info knp iphone ngk ikut ambil di harga kenapa hanya masuk di dan yg terbaru saja,2026-01-03 10:19:17+00:00,120,netral
gadgetin,@Dee-Dirga,gua nonton setelah ip gua jatoh lcdnya bergariss anjjrrrrrrrr,2026-01-03 09:59:32+00:00,61,netral
gadgetin,@muhammadrifqi9383,guys rekomendasi dong hp jutaan buat hp kedua tujuan buat scroll aja hotspot main game tipis hp utama xr sering abis btre mau gnti blm ad duid wkwk jd cari hp yg murah dlu aja,2026-01-03 09:55:21+00:00,175,netral
gadgetin,@Cookiescream2007,oppo reno kaga masuk bang,2026-01-03 09:34:34+00:00,25,netral
gadgetin,@FERDYBONEK,apalah dayaku cuma bisa nonton pakek poco x pro,2026-01-03 08:56:12+00:00,47,netral
gadgetin,@PianTeriwansia,mending mana bang redmi note g atau tecno comon pro g,2026-01-03 04:56:55+00:00,53,netral
gadgetin,@teukugaming2474,bagusan tecno pova ultra g atau tecno camon pro g,2026-01-03 04:39:35+00:00,49,positif
gadgetin,@mhulanalalaki1697,bang klu hp yg satu jutaan kira hp apa ya,2026-01-03 03:27:30+00:00,41,netral
gadgetin,@November250,rating harga sampai juta tetap pocoharga lebih murah dan pesaing nyajos poco xpro,2026-01-03 00:51:56+00:00,81,netral
gadgetin,@AchmadAldyFS24,mau tanya bg kok oppo reno gk ada yaa menurut saya oke bg sampe skrng tetap pake reno bg,2026-01-02 18:34:01+00:00,88,netral
gadgetin,@hafizhabdurrahmanfirdaus7262,infinix trebel winner,2026-01-02 17:55:43+00:00,21,netral
gadgetin,@isoll48,knp di hp di bawah jt gk ad iphon sih bang,2026-01-02 17:52:03+00:00,42,netral
gadgetin,@Irfanbadem-z2u4y,ada foto live kah,2026-01-02 16:00:45+00:00,17,netral
gadgetin,@ShahihWibowo-p3f,kategori jt menurut ku ya menurut ku sesuai kebutuhan aja kalo misalnya butuh game ya iqoo neo kalo butuh camera ya samsung a,2026-01-02 14:14:03+00:00,125,netral
gadgetin,@SUPRIADISupri-s7x,bg coba anboxing tecno spark pro plis,2026-01-02 13:33:30+00:00,37,netral
gadgetin,@Inarotululya-h8o,baru beli a mantep,2026-01-02 13:28:19+00:00,18,netral
gadgetin,@caisuukuah,set f di dapet di termasuk hoki kah,2026-01-02 12:17:19+00:00,35,netral
gadgetin,@Al-YafieAzizi,ghoib poco f ampun dah pas ke xiomi store sisa cuma itupun yg silver hitam sama putih udah ga ada terpaksa di ambil juga yg silver,2026-01-02 11:35:58+00:00,130,netral
gadgetin,@Hanifah_id,nagi nang,2026-01-02 10:26:24+00:00,9,netral
gadgetin,@Almazseth,a href triple crown umazing,2026-01-02 06:20:46+00:00,27,netral
gadgetin,@ritasriharyani2302,bang rivew iqoo neo,2026-01-02 03:39:31+00:00,19,netral
gadgetin,@itsnarahmilathifah4950,bang david plis rekomendasiin android yang kameranya bagus buat mua doong karna kadang yang bagus buat landscape itu kurang bagus kalo buat portofolio make up,2026-01-02 01:30:21+00:00,158,positif
gadgetin,@VibesPedesaan2gan,poco x pro terlalu gg,2026-01-02 01:28:56+00:00,21,netral
gadgetin,@tyoakwoakwo,masih setia di realme i,2026-01-01 14:00:45+00:00,23,netral
gadgetin,@blesss094,buat kurir ojol rekom hp budget,2026-01-01 14:00:33+00:00,31,netral
gadgetin,@fujianinurtia7596,aku dari dulu memang pakr samsung jadi aku beli a karna liat konten disini karna aku gak gemar main game jadinya aku nyari fungsi nya yg bagus sampai bisa di pake,2026-01-01 12:35:41+00:00,162,positif
gadgetin,@fixzyt7927,link shopee kok gabisa di klik ya gmna,2026-01-01 10:37:47+00:00,38,netral
gadgetin,@magichandindonesia98,absen yg nonton di awal,2026-01-01 09:43:20+00:00,23,netral
gadgetin,@DeniRidwan-d7x8g,nonton sambil pegang poco x pro,2026-01-01 08:55:57+00:00,31,netral
gadgetin,@SHORTSVDIO984,ioo zx skrng juta bg,2026-01-01 08:47:08+00:00,20,netral
gadgetin,@windinurhayati2787,masih bertahan di hape poco x pro,2026-01-01 06:40:46+00:00,33,netral
gadgetin,@HarisDuarr,btw yang juta ko redmi c si gak infinix hot i haha,2026-01-01 05:05:53+00:00,50,netral
gadgetin,@FebyAdara,ini gw peke hot kemarin beli di harga jtaan beli unit buat bocil pas mantap,2026-01-01 04:22:14+00:00,75,positif
gadgetin,@faa_ghfar1,saran hp yang kameranya bagus di harga jutaan,2025-12-31 22:58:08+00:00,45,positif
gadgetin,@KikiKiki-uw1ci,iqoo neo bang,2025-12-31 22:14:59+00:00,13,netral
gadgetin,@ichaaliskandar,bang di ahirb gw masih pakebrzenfone maxpro m cusrom nusantara root buat gps nuyul ojol masih worth it anjay multitasking masih aman mau upgrade bingung mau upgrade kemana,2025-12-31 20:14:11+00:00,171,positif
gadgetin,@pdana-u9s,infinix hot dan hot emang ga ada lawan harga sama,2025-12-31 16:26:20+00:00,49,netral
gadgetin,@TY-ds4gn,samsung galaxy a jtanbrpoco x pro g jtanbrvivo x jt atau samsung s edge jtan,2025-12-31 14:29:32+00:00,76,netral
gadgetin,@Divergent27,semoga camon under jt kedepan nya,2025-12-31 14:02:25+00:00,33,netral
gadgetin,@d_z4372,segmen laptop belum,2025-12-31 13:44:32+00:00,19,positif
gadgetin,@ArunSawid-r3e,bang kok gak ada infinik not s bang fidio sebelum nya menang trus itu,2025-12-31 13:23:11+00:00,69,netral
gadgetin,@chandrae95,di sini lebih milih all rounder ya bukan soal kencengan performa atau murahan hargabrklo aliran kalian kyk harga dan spek bakal rada gak cocok dengan dapit,2025-12-31 11:39:40+00:00,155,netral
gadgetin,@AzatHerdiansah-y1w4g,ka davit rekomendasiin donk poco m nyaaa,2025-12-31 10:43:21+00:00,40,netral
gadgetin,@DrystanIdris,bang tolong dongsaya bingung mau hp yang mana xiaomi t atau oppo reno protolong jawab ya bang,2025-12-31 09:50:17+00:00,93,netral
gadgetin,@starssky194,bg untuk pembelian awal thn depan kalo ada budget jt prefer beli realme gt atau nunggu rilis terbaru thn depan ajabrsoalnya gt sisa update os nya sisa x lagibrjadi kurang cocok untuk pemakaian jangka panjang,2025-12-31 09:11:54+00:00,207,netral
gadgetin,@aidelitaw,layar gue mulai jalan sendiri kalo lagi diem pertanda harus service apa ganti sih,2025-12-31 07:47:31+00:00,81,netral
gadgetin,@tobecontinued911,hpku ada rencana mau nambah buat main game poco f sepertinya menarik,2025-12-31 07:33:24+00:00,68,netral
gadgetin,@SecondLifeGo,entah kenapa motorola g nggak masuk,2025-12-31 06:15:48+00:00,35,netral
gadgetin,@jubadulibad2227,kenapa iphone masuk di kategori aja yg d bawahnya brti kalah atau ga masuk nominasi,2025-12-31 01:38:28+00:00,83,netral
gadgetin,@yohanesriyanto-w7w,beli hp itu yg tahan smp tahun ke depan itu kalo saya,2025-12-31 01:28:40+00:00,53,netral
gadgetin,@dailyday5872,kalau antara xiaomi note dan infinix hot pro kirakira bagusan mana untuk camera sama ambil video,2025-12-31 01:19:57+00:00,96,positif
gadgetin,@farisazwarhabibi2992,bismillah bisa beliin hp buat orang tua,2025-12-31 00:15:41+00:00,39,netral
gadgetin,@Kokocii,quotbe yourself gadgetinnquot bismillah jt buat anak istri jalan tahun baru,2025-12-30 16:53:07+00:00,75,netral
gadgetin,@Vinafls,versi laptop dong,2025-12-30 15:04:06+00:00,17,positif
gadgetin,@jaxgaming2858,a href kirain hp ku yg ngebut ternyata dari video nya,2025-12-30 14:10:16+00:00,53,netral
gadgetin,@mkjthr,note s disini,2025-12-30 13:04:25+00:00,13,netral
gadgetin,@faisalpratama8214,kalau di bandingin sama infinix hot pro sama infinix note g lebih unggul yg mana ya,2025-12-30 12:45:25+00:00,83,netral
gadgetin,@bociloutlast7748,dpt xiaomi t jt rungkad bro,2025-12-30 12:19:56+00:00,27,netral
gadgetin,@RafiAbdillahNizar,mau beli hp buat digadai,2025-12-30 12:13:13+00:00,24,netral
gadgetin,@id-rz3jk,sampai sekarang masih bingung buat ambil antara iphone base model atau vivo x pro tt,2025-12-30 10:47:06+00:00,84,netral
gadgetin,@ronnieramadhan,di toko oren camon pro masuk di harga jt,2025-12-30 10:05:10+00:00,40,netral
gadgetin,@YasirArofatt,hp kelas jt sd jt saya personal milih oppo reno pro dengan alasan lebih murah dan tetep bergengsi sih body solid walaupun layar besar tetapi nikmat loh pake color os,2025-12-30 08:41:19+00:00,165,netral
gadgetin,@SamSudin-f6l1z,jangan infinix punya ku ke riset sendiri x infinix note nfc kapok,2025-12-30 04:34:30+00:00,65,netral
gadgetin,@Dikaw111,yang rajin beli doang tapi ga nonton bilang hadir,2025-12-30 04:34:28+00:00,49,netral
gadgetin,@wisnuwardhana2433,jtsaya pilih sfesoalnya saya dpt di harga jt di shpingmall nya toko orenpas kena promo,2025-12-30 03:50:48+00:00,86,netral
gadgetin,@dinalestari543,kebetulan mau beli hp buat anak bryerima kasih reviewnya bang,2025-12-30 03:14:57+00:00,61,netral
gadgetin,@efandisati7649,alhamdulillah jd gak nyesel beli infinix hot pro,2025-12-30 02:46:40+00:00,48,netral
gadgetin,@Jocker-i7x,kalo poco f masuk di kategori jt menang mana,2025-12-30 02:19:06+00:00,44,netral
gadgetin,@KONIANKaciww,antara poco xpro smaa xiaomi t pro,2025-12-30 02:09:15+00:00,34,netral
gadgetin,@keepindie,bang david review inoi a dong hp jutaan yang internalnya bisa gb,2025-12-30 01:51:20+00:00,64,netral
gadgetin,@Alicia-qw7vx,mending poco x atau oppo reno buat mengawali taun,2025-12-30 01:27:30+00:00,49,netral
gadgetin,@dhansproject,ditunggu tws terbaik bang david,2025-12-30 01:10:46+00:00,31,netral
gadgetin,@RayaDwisita,bang rekomendasi dong hp juta kebawah,2025-12-29 21:24:38+00:00,37,netral
gadgetin,@SasskeeYamete,yang make infinix hot cungg,2025-12-29 20:38:03+00:00,27,netral
gadgetin,@ryuhard,nunggu pco f v,2025-12-29 16:09:33+00:00,14,netral
gadgetin,@narniwinarsi409,beli hp ganti hp emng idaman sih tp klo beli ap ganti krn rusak ya susah jg,2025-12-29 16:08:23+00:00,75,netral
gadgetin,@setyoaji5771,bang bagi hp nya bang,2025-12-29 14:41:18+00:00,21,netral
gadgetin,@EzyVideoId,a emang keren sih,2025-12-29 13:18:37+00:00,17,positif
gadgetin,@BAJURKHBNAR4455,enak buat gaming tacno canon atau nubia neo gt g yg mana yg bagus buat game,2025-12-29 13:13:53+00:00,75,positif
gadgetin,@HusniMubarok04,mau beli masih galau tecno atau infinix,2025-12-29 12:09:17+00:00,39,netral
gadgetin,@atoaptoo4209,mending poco f atau realme gt,2025-12-29 12:01:18+00:00,29,netral
gadgetin,@allusyahrul7876,ganti hp pas lagi rusak bukan tdk mau tapi kebutuhan anak istri lebih utama,2025-12-29 11:54:55+00:00,75,netral
gadgetin,@FanMotivation.,aku jadi bingung mau nabung atau nyicil poco f tapi total harga bunga jadi dalam jangka jetahunwork it gk yaapa nabung sampek bisa beli atau nabung sampai buat beli di harga segitu,2025-12-29 10:17:05+00:00,180,netral
gadgetin,@bagiofarm4586,rekomen hp guys mending samsung or xiomi ya,2025-12-29 09:56:51+00:00,43,netral
gadgetin,@JonoSujono-p3z,info bang yg di aploud di vidio nggk di jual th butuh hp,2025-12-29 09:40:17+00:00,56,netral
gadgetin,@St.christ14n70,dari beberp thn lalu video rekomendasi cm jadikan wishlist tp gk pernah co sini ngumpul,2025-12-29 07:42:35+00:00,87,netral
gadgetin,@akmalsptrofficial,giveaway bang hpnya hehe,2025-12-29 04:51:12+00:00,24,netral
gadgetin,@raihanzoehry7549,sebagai user infinix hot selama setahun ni beberapa kekuranganbr micnya jelek kalau kalian sering telponan atau onmic pas gaming pasti bakal kesel suara sekitar kadang lebih masuk daripada suara kita termasuk suara dr si hp itu sendiri jadi harus milih ini suara game dimatiin biar bisa kedengeran di mic suara kita atau suara game tetep idup tapi kalo kita ngomong si pendengar jadi quothah hohquotbrbr ramnya cepet bgt keisi padahal udah gbvirtual ram di memtokin jadi klo dipaksa scrolling atau gaming pas kondisi ram penuh itu jadi angetstutterbrbr buat yang suka lari pake strava hp ini hp gpsnya jelek bet ini udah gua coba segala cara buat boost gpsnya tetep aja jadi keriting parah itu map di hasil olahraganyabrbr jangan sampe kena air termasuk hujan walaupun ip soalnya ada bug dimana nantinya kita dikasih peringatan tiap mau ngecas quotada airquot ini juga ga ketemu solusinya jadi tiap mau ngecas harus klik peringatan itu dulu yang bikin hp sering ga ke cas,2025-12-29 01:31:52+00:00,971,negatif
gadgetin,@ajengrahmawati1541,sebagai pengguna infinix hot s nfc tahun semoga bisa beli seri infinix lagi yg lebih gacor,2025-12-29 01:24:00+00:00,90,netral
gadgetin,@wahdaghozali164,poco x nfc masih bertahan bang mana buat pubg ama honor of king masih lancar belum di bolehin bini beli hp baru,2025-12-29 00:02:32+00:00,111,netral
gadgetin,@riskimainaki6348,coba bang riview samsung a,2025-12-28 22:32:56+00:00,26,netral
gadgetin,@haaa.14,rekomendasi mending samsung a atau ip,2025-12-28 18:45:39+00:00,37,netral
gadgetin,@entahlah8865,entah kenapa klo di dunia kerja kantoran hp cuma ada klo g samsung ya iphone,2025-12-28 16:54:36+00:00,76,netral
gadgetin,@verdinoputraalamsyah9153,kalo buat gaming tapi ga gampang panas apa bang,2025-12-28 16:49:48+00:00,47,netral
gadgetin,@su1thor760,dan gua baru aja dapet kiriman poco f harga jt wkwkwkwk,2025-12-28 15:54:47+00:00,55,netral
gadgetin,@alfaizideska8078,kepo aja,2025-12-28 15:49:44+00:00,8,netral
gadgetin,@amiinzz8655,kalo seandainya poco f masuk jt persaingannya yang unggul siapa,2025-12-28 15:46:34+00:00,63,netral
gadgetin,@Jj.akihiko,aku dpt poco f di k pas promo wkwk,2025-12-28 14:13:22+00:00,34,netral
gadgetin,@SuhatiSaemon-c2y,bismillah bisa beli hp impian bantu doanya temnquot,2025-12-28 14:08:10+00:00,51,netral
gadgetin,@ngerih17173,bang aku mau ganti hp dari samsung as g mau ganti ke merk samsung juga saraninnya apa,2025-12-28 09:18:31+00:00,85,netral
gadgetin,@yuzenk1213,apalah daya ku yg msih pke realme c yg hrus clok charger trus biar ttp hidup,2025-12-28 08:57:06+00:00,76,netral
gadgetin,@AsharyVermaysha,inoi banh,2025-12-28 08:55:34+00:00,9,netral
gadgetin,@liaagustina3522,bang ada rekomendasi tablet terbaik akhir tahun tidak ya sesuai harga,2025-12-28 08:28:25+00:00,69,netral
gadgetin,@alinafis9,yg udh pake samsung a tolong ripyuu jujur donggggg,2025-12-28 07:33:30+00:00,50,netral
gadgetin,@alprikristoper4144,bg hp jutaan buat gamingjangka panjang apa bg,2025-12-28 06:32:08+00:00,45,netral
gadgetin,@Orang_234,kameranya gk di cobain bg,2025-12-28 06:11:45+00:00,25,netral
gadgetin,@ArminArahman,saya mau infinix,2025-12-28 03:47:55+00:00,16,netral
gadgetin,@sheyanjunior158,ip worth it utk di gak,2025-12-28 02:24:03+00:00,22,positif
gadgetin,@felixmaou,izin tanya bang lu kalo beli hp online enaknya di aplikasi apa soalnya gua setiap beli hp datengin offline store nya terus,2025-12-28 01:29:19+00:00,122,netral
gadgetin,@Ultraman59558,advan x gimna,2025-12-28 00:56:14+00:00,13,netral
gadgetin,@andikajun9122,dibawah juta moto g harusnya yg menang,2025-12-28 00:26:24+00:00,38,netral
gadgetin,@haqialbar3188,yeeey hp istriku poco,2025-12-28 00:07:53+00:00,21,netral
gadgetin,@auliyasal,esim sepenting itu ga guys,2025-12-27 23:23:59+00:00,26,netral
gadgetin,@rayhanabdullah4921,poco f gamasuk kategori kenapa ya,2025-12-27 20:17:56+00:00,33,netral
gadgetin,@alisciafir3970,yeay hpq jadi pemenang kelas jutaan ahahah,2025-12-27 17:00:40+00:00,42,netral
gadgetin,@umarfaruq1044,nonton vidio ini pkek oppo a wkkwkk,2025-12-27 16:04:01+00:00,35,netral
gadgetin,@edygunawan5720,bang hp di review doang atau di pake jg atau cuma sponsor di minta buat review abisin itu dikembalikan lg kalau ada hp cuma utk di review aja dan mau di jual gw mau d bang,2025-12-27 15:28:18+00:00,171,netral
gadgetin,@SavinaCantik-q2c,apalah gw yg cuma bisa reviewquothp doank nyatanya masih ditemenin setia sama redmi plusbrsabarrrrrrr yuk bisa,2025-12-27 15:13:29+00:00,110,netral
gadgetin,@Azka_Maulana0995,hallo bang david kalau boleh request kan chanel gadgetin chanel tentang membahas berbagai macam gadgetalat elektronik coba di penghujung tahun rekomendasiin barang barang elektronikgadget yang lainnya misal nya laptop atau yang lainnya soalnya perlu juga untuk perbandingan kalau nanti membeli barangnya tersebut thnks,2025-12-27 15:11:51+00:00,318,positif
gadgetin,@ikyyganz0970,hp bekas kontenya dijual nggaa,2025-12-27 15:08:07+00:00,30,netral
gadgetin,@OYABIN,poco f kok ga juara ngab,2025-12-27 14:59:54+00:00,24,netral
gadgetin,@adamsany2837,tolong bantu recomenya bangbrpunya dana jtbrmending samsung a apa xiaomi t,2025-12-27 14:53:31+00:00,74,netral
gadgetin,@DewiDiyah-y3i,pakek a g bagus tapi gk ngerti fiturquotnya soalnya dari hp infinix pindah ke samsung,2025-12-27 12:13:52+00:00,85,positif
gadgetin,@11_krisnamandalaputra3,motorola ga masuk bang moto g,2025-12-27 11:29:11+00:00,29,netral
gadgetin,@KNIGHT.976,menit a href editornya kurang rapih dikit bang tapi ok lah,2025-12-27 10:19:18+00:00,58,netral
gadgetin,@kamenxxx9037,hape yang kameranya bagus dan support microsd di kisaran juga apaan ya gusy,2025-12-27 09:44:29+00:00,75,positif
gadgetin,@booahofwoah,kalo rekomendasi tab ada ngga bang,2025-12-27 03:29:55+00:00,34,netral
gadgetin,@adilina-g5f,kalau yang jutaan ga ada iklannya rekomendasinya yg mana,2025-12-27 02:26:00+00:00,56,netral
gadgetin,@bubblegum1717-p3o,kalo misal f se grup sama x pro kira pemenang nya yg mana ya,2025-12-27 01:53:19+00:00,60,netral
gadgetin,@zakyuhuy2477,masih setia sama kingfinix note dari mei buat main mlbb sama epep masih lancar jaya,2025-12-27 01:30:43+00:00,83,netral
gadgetin,@ardiansyahassafari,hampir semua rekomendasi handphone disini sudah pernah saya coba di store dan belum membelinya yusuf mansur besabda,2025-12-27 01:04:22+00:00,115,netral
gadgetin,@zulfikardananjaya8728,nonton ini di poco m entah ganti kapan,2025-12-27 00:47:11+00:00,38,netral
gadgetin,@AisyahAhmad-sz5zj,bang hp nya di jual lgi gak,2025-12-27 00:12:28+00:00,27,netral
gadgetin,@PurnomoHary,poco m gak ada ya bg,2025-12-26 23:58:10+00:00,20,netral
gadgetin,@adityaguntur2631,habis ini hp review nya di jualin gak bang wkwkw banyak bener itu bejejer,2025-12-26 23:09:09+00:00,73,netral
gadgetin,@NanangKosim-d4q,hanya penonton trus pingin mau beli hanya ada ktp haaaadeeehhhh,2025-12-26 20:45:16+00:00,63,netral
gadgetin,@NanangKosim-d4q,rekomendasinya uuuuueeeeenuuuuuuaaaakkkk,2025-12-26 20:36:51+00:00,40,netral
gadgetin,@brokenmelodies-k5d,ranking ini menjawab kegalauan ku ko davidbrudah sebulan mikirin mau xiaomi t pro bgt haha januari gas lah,2025-12-26 20:26:24+00:00,106,netral
gadgetin,@GilbertSiregar-r2z,bang kapan review laptop yg worth it akhir,2025-12-26 17:09:34+00:00,42,positif
gadgetin,@RianPup-jy5hp,aman menang slot juta langsung beli infinix hot pro brmantapp memang,2025-12-26 17:05:18+00:00,68,positif
gadgetin,@ilhamlahia5334,dari sampe sekarang masih make vivoy,2025-12-26 13:00:25+00:00,36,netral
gadgetin,@IhsanIhsan-u6h,ka david nanti pas mau lebaran buat vidio hp jtjt ya kaa,2025-12-26 12:46:08+00:00,56,netral
gadgetin,@bintangjayablitar,vivo v kok gg masuk kategori ya,2025-12-26 12:31:36+00:00,31,netral
gadgetin,@mohammadadipremono24,bang buatin rekomendasi tablet terbaik juga dong di setiap range harganya,2025-12-26 11:32:16+00:00,73,netral
gadgetin,@ardiram05,thanks abangku info nya,2025-12-26 11:17:44+00:00,23,netral
gadgetin,@eggball__,infinix hot jadi treble winner,2025-12-26 09:52:40+00:00,30,netral
gadgetin,@Putri-dt9ez,rekomendasi tab terbaik dong buat akhir bang lagi butuh tab nih,2025-12-26 09:38:48+00:00,63,netral
gadgetin,@akbarhabibulloh6766,rekomendasi ambil f f pro sklian yaa,2025-12-26 09:34:48+00:00,36,netral
gadgetin,@BucinHumu-d7e,ada yang bisa rekomendasiin gak hp harga jt an yang penggunanya bapak yang penting bisa dibuat foto sama cucu youtubean fb buat masarin travel umroh rencana januari aku mau beliin buat ayah tt,2025-12-26 05:30:43+00:00,192,netral
gadgetin,@JutiJuti-w1m,kl mau samsung yg an,2025-12-26 05:25:58+00:00,20,netral
gadgetin,@Abank-v4r,tecno comon pro vs samsung s bekasbudged sama sama jtanmending mana yaa,2025-12-26 04:17:25+00:00,71,netral
gadgetin,@autoo.,alhamdulillah gak salah pilih realme gt wkwkwk,2025-12-26 03:22:49+00:00,46,netral
gadgetin,@nzmbamgyu,hp selain samsung awet gasih aku langgangan samsung diminta nemenin ibu kos beli hp mau rekomendasiin samsung tapi penyimpanannya ya minim gitu,2025-12-26 03:00:54+00:00,143,netral
gadgetin,@achmadfauzanfadillah5255,adakah toko yang menjual infinix hot nfc lagi,2025-12-26 02:35:52+00:00,45,netral
gadgetin,@Aldrichh,alhamdulillah masih punya hp walauyaaaaagitu,2025-12-26 01:06:19+00:00,44,netral
gadgetin,@agustinafauzan9742,bang hp infinix hot nfc udah langka apa gmna kok ga ada yaa di online terpercaya,2025-12-26 00:45:45+00:00,80,netral
gadgetin,@AFMusic10,plis jawab gua di tawarin hp iphone apa aja tapi gua gak mau gua lebih milih xiomi t pro menurut kalian yg mana atau ada hp lain lagi jangan terlalu mahal tapi kamera oke performa oke btw mau nyari hp yg di bawah juta aja klo hp iphone mahal di tambah memori gak gede gua kurang suka,2025-12-25 21:50:15+00:00,283,netral
gadgetin,@MuhammadHafiz-l3m2r,alhamdulillah udah kebeli bang,2025-12-25 13:48:04+00:00,30,netral
gadgetin,@sonn.21agian,samsung a worth gak sih di harga kbrmau beli buat orang tua buat sosmed an doang paling,2025-12-25 12:12:47+00:00,87,positif
gadgetin,@tohamanaura4424,bang hp yg hasil vidionya bagus buat konten kreator ga mentingin performa yg penting hasil vidio selfi dan camera utama bagus tp yg harganya worth,2025-12-25 11:56:57+00:00,146,positif
gadgetin,@muhiqbalalirsyad4449,kalo motorola edge fusion masuk di jutaan menang mana ya,2025-12-25 11:54:33+00:00,56,netral
gadgetin,@ikhwankhoiruddin5880,nonton ini pake poco f,2025-12-25 08:54:48+00:00,22,netral
gadgetin,@fadlier,udah cukup sama after sales nya xiaomibrbrpunya t baru tahun udah ga tersedia battery cover di semua cabang service center harus pesan yang tidak bisa ditentukan kapan tersedia kembalibrbrsebelumnya punya samsung udah hampir tahun masih tersedia itu semua sparepart brbruntuk after salesnya vivo gimana yaa rencana mau ambil x yang sudah diskon jadi jutaan yang gb,2025-12-25 08:52:16+00:00,364,netral
gadgetin,@alwialamsyah3457,marga samsung ga masuk kh,2025-12-25 04:44:33+00:00,25,netral
gadgetin,@risky4225,a href umazing,2025-12-25 04:39:27+00:00,14,netral
gadgetin,@pubyyna0795,pake redmi note udahh hampir thx ganti batreeeblm ganti nii dr duluuusemoga ada rezeki biar bisa gantiiiii aaminn,2025-12-25 03:42:35+00:00,113,netral
gadgetin,@ayasirvan,semoga bisa kebeli,2025-12-25 03:40:10+00:00,18,netral
gadgetin,@atikasalwa8783,samsung a jtbr infinix hot nfc jtbr infinix hot pro jtbr tecno camon pro,2025-12-25 03:18:22+00:00,72,netral
gadgetin,@Scatterchanell_22,bang kasih beli hp nya yang speak gaming,2025-12-25 03:14:52+00:00,40,netral
gadgetin,@kenziealdo3090,series infinix note yang x bagus juga kyknya,2025-12-25 01:52:25+00:00,44,positif
gadgetin,@MotorModif-o3h,brbang davidbrkenapa oppi reno pro g ngak di masukin dalam daftar hp terbaik,2025-12-25 00:50:17+00:00,76,netral
gadgetin,@kenzm.datunsolang8731,infinix hot saran dari lebaran sampe sekarang bagusbrbanget aseli top dah pemenang btb kali,2025-12-24 23:26:34+00:00,91,positif
gadgetin,@autonewb7493,nonton ini pake samsung s dan yah kayaknya bertahan setahun dua tahun masih bisa lah,2025-12-24 21:10:48+00:00,84,netral
gadgetin,@botml1995,alhamdulillah bisa upgrade ke poco x pro,2025-12-24 18:11:43+00:00,40,netral
gadgetin,@jonnyming,kalau saya beli hp sesuai duit saya om biarpun di jelaskan ya ga bakal ngerti orang duitku ga sampe segitu yang penting bisa nyala sms telpn atau wa beres,2025-12-24 18:05:18+00:00,154,netral
gadgetin,@muhammadtaufiq1379,rekomendasi kamera terbaik berdasarkan harga,2025-12-24 17:49:28+00:00,44,netral
